retail,ASIN,weight,dim,selling,channel
20.59,B00TON55EK,3.60014446,1.241985952,9,0
39.99,B00TP7U48C,1.69976202,1.443934887,24.92000008,0
162,B00TPI7JJ8,58.4995917,57.26481569,89.72000122,0
259.18,B00TPI7JNO,77.9994556,55.20274145,143.7700043,0
290,B00TPI7OCA,91.29992806,90.39058734,166.8200073,0
260,B00TPI7XKS,78.44919808,49.39188035,140.3200073,0
299,B00TPUJIR2,9.59891548,4.508729489,178.6199951,0
21.8,B00TQHVNFO,2.3589434,10.1751532,7.079999924,0
32,B00TQKBPTU,0.7495708,2.454557602,15.44999981,0
139.99,B00TRTSMG4,21.99990298,9.879693128,80.55000305,0
159.99,B00TRTSW46,23.02946052,9.523648375,89.25,0
28.99,B00TRW8WAM,3.24960988,1.715248891,19.09000015,0
28.99,B00TRW8WCU,2.44933282,1.729297513,19.09000015,0
25,B00TUHIQ6E,0.6172936,0.543506048,18.37999916,0
44.53,B00TUHJU3W,1.2786796,1.056719755,33.09000015,0
25,B00TUHLH2Y,0.7054784,0.55711565,18.37999916,0
45,B00TUHM0RA,0.9259404,1.735443785,32.43000031,0
20.99,B00TUNST10,2.25091702,1.061109949,9.039999962,0
60.92,B00TUXZIZU,2.5573592,1.25866869,31.54999924,0
85.77,B00TX42TDK,14.44907948,7.777229104,54.24000168,0
63.85,B00TX61AUG,1.3007258,1.795589446,33,0
64.99,B00TX61AZ6,1.90038244,2.572214808,33,0
64.99,B00TX61B00,1.90038244,2.077000897,33,0
18.49,B00TZVP208,0.0220462,2.438313883,11,0
18.49,B00TZVP25I,0.50044874,1.099743658,11,0
18.49,B00TZVP25S,0.35053458,0.597944456,11,0
12.99,B00U05U154,0.3968316,0.883746101,6.050000191,0
28,B00U14RDBE,0.2645544,1.597152666,14,0
59.99,B00U1IBFKA,1.9510887,2.630165372,30,0
61.92,B00U1IBGOU,2.0502966,4.305024476,34.61999893,0
35.99,B00U1OA172,1.19931328,0.75511341,21.64999962,0
34.63,B00U2NOR3Q,4.75977458,1.879442156,24.98999977,0
55.98,B00U2NORZ4,9.369635,3.231182964,44.99000168,0
549.99,B00U66TJNC,91.49173,142.4499497,199.5,0
119,B00U8THY70,33.99964964,42.23015648,42,0
20.99,B00UAKP6KO,1.00089748,3.491960502,10.02999973,0
89.27,B00UCHA00Q,2.07013818,1.028183492,68.66999817,0
24.99,B00UCUIU6O,0.89948496,0.975501161,12.5,0
38.25,B00UFDU53E,1.90038244,6.790313438,19.11000061,0
63.96,B00UGBW9OI,20.9990055,19.54733987,47,0
49.99,B00UKUPPL4,1.9510887,6.786362263,22,0
35,B00UL8SFZI,14.14925116,68.41327495,18.5,0
39.99,B00ULAFT6O,2.7998674,6.836849497,21,0
354.8,B00ULIE3Y0,134.1996286,86.77218924,244,0
354.8,B00ULIE520,133.9990082,74.92261596,244,0
43.37,B00ULYNIH2,4.60104194,1.798662582,35.99000168,0
100.75,B00ULYNM6O,3.89997278,3.27245079,26.98999977,0
33.21,B00ULYNWO6,4.9493719,1.809199048,25.98999977,0
59.99,B00UMVVUOC,7.85065182,13.37516579,42.52999878,0
59.99,B00UMVW4VA,6.8122758,11.36226172,52.31000137,0
139.95,B00UO1PFQO,11.55000418,66.09788651,125.5299988,0
95.64,B00URV4DC8,1.99959034,3.271572751,34.99000168,0
293.15,B00URV4H88,4.14909484,12.63629609,79,0
557.91,B00URV4K80,7.79994556,16.41010707,189,0
162.99,B00US63XMS,23.64895874,76.50440295,91.66999817,0
259.95,B00UTX9P0O,114.6380354,92.24324931,190.2299957,0
76.43,B00UUI5AFC,3.89997278,16.57869053,41.40000153,0
35.78,B00UULGIPU,1.23017796,1.874612942,8.960000038,0
12.79,B00UVQ3V1I,1.84967618,7.107285463,10,0
19.99,B00UVQ3XWA,1.84967618,7.020359617,10,0
129,B00UVXYU84,10.00015632,5.478523398,95.25,0
13.99,B00UYZWF1S,0.20062042,0.084730749,6.849999905,0
12.95,B00UYZWJYQ,0.05070626,0.092633099,6.849999905,0
301.3,B00V0R83CE,44.24892802,70.91919783,176,0
169,B00V4DJ6AC,15.00023448,14.02798767,125.75,0
9.99,B00V57L51U,0.78925396,1.055402696,5.25,0
123.87,B00V87C5CU,16.75070276,69.64121228,25.31999969,0
118.99,B00V87C5PW,16.7992044,57.24769393,24.79999924,0
134.78,B00V87CCPU,27.2491032,87.15413614,33.54000092,0
12.68,B00V8ZVWIU,0.3086468,0.575554466,6.050000191,0
15,B00VDUFV5U,4.90087026,0.827551615,6,0
39.99,B00VF1SC8A,4.299009,3.755372157,14.18000031,0
39.99,B00VF1SHYE,3.89997278,3.352352325,12.53999996,0
299.99,B00VFH1RQS,36.29024982,42.20381531,197.3000031,0
24.88,B00VGESVNC,1.60055412,6.309148149,10,0
136.95,B00VI0KVD2,9.49970758,3.217134342,85.23000336,0
26.44,B00VIDJB76,3.3510224,3.804981352,23.20000076,0
179.98,B00VKXV7UI,92.99969008,84.49938568,104.4000015,0
269.99,B00VNQ6QDU,36.7510154,40.38100666,196.7200012,0
49.6,B00VNX88FW,4.40042152,1.89963705,42.99000168,0
24.49,B00VO2HZ0G,1.30513504,0.969354889,14.84000015,0
199.99,B00VQNH90E,42.24933768,32.57611933,78.30999756,0
9,B00VRFFPOS,0.17857422,0.711650487,4.5,0
9,B00VRFH3N4,0.18077884,0.761698701,4.5,0
59.99,B00VSAXLKM,10.69902086,30.00214845,31.32999992,0
59.99,B00VSMZ35G,11.69991834,27.0514989,45,0
99.99,B00VUMHCIA,6.61386,2.76143218,45.79999924,0
139.99,B00VV6YOD6,6.5256752,8.276833209,89.76000214,0
125.97,B00VV6YQAW,6.10900202,6.685387796,75.48999786,0
77.08,B00VVF4O7S,5.6989427,22.86281457,63.13000107,0
87.99,B00VWJCX62,12.55090166,66.53075966,26.98999977,0
149,B00VYP3R82,19.94960638,41.68182122,103,0
9.63,B00W0J55JK,0.29982832,1.000086249,4.329999924,0
139.56,B00W1BN8GO,32.0992672,33.60957106,58,0
296.95,B00W4DCFR2,92.99969008,95.716771,207.6799927,0
388.99,B00W4DCK18,118.0000809,115.0283574,252.8300018,0
261.2,B00W4DCROI,94.00058756,102.4359633,207.6799927,0
311.31,B00W4DCTK0,106.0003342,110.2289971,205.8800049,0
435.28,B00W4DCVLW,118.0000809,116.2281975,252.8300018,0
274,B00W742500,67.69947096,80.07626498,215.4499969,0
99.99,B00W83ADJA,55.99955262,6.101930981,63.25,0
333.14,B00W9C84IC,77.00076274,55.93370879,141.5700073,0
484.95,B00W9C89RS,77.00076274,65.09560516,141.5700073,0
36.38,B00W9MUDW2,2.20021076,5.632619216,15,0
39.48,B00W9MUDYA,2.12084444,3.584154581,12.5,0
38.63,B00W9MUV24,1.75046828,3.110013603,8.5,0
218.36,B00WAKOF6I,6.75936492,4.395462478,150.9499969,0
162.75,B00WGGF448,38.3493649,42.31093605,84.30000305,0
84.99,B00WHIGJPI,34.35018422,4.812530931,40.54999924,0
79.99,B00WHIGJXA,40.124084,5.977249464,46.49000168,0
148.65,B00WIMYVMQ,8.24968804,29.10084157,62.25,0
91.47,B00WIRXAKA,14.85032032,31.99178448,59.99000168,0
20.99,B00WJJJX2Q,3.80076488,6.440414957,11.39999962,0
55.96,B00WJK5SV0,24.74906412,172.6957539,40.84999847,0
19.16,B00WJL5PSA,0.9700328,3.209671012,9,0
178.5,B00WMJRMKI,0.20062042,0.215119518,78.75,0
249.91,B00WNF65Q8,50.39981782,22.16082251,90.29000092,0
224.39,B00WNF67DO,67.99929928,29.82346754,108.3499985,0
357.45,B00WNF6GAI,61.4207132,101.3204149,117.3799973,0
377.93,B00WNF6HL6,69.99888962,41.35738586,126.4100037,0
209.99,B00WOLPER2,25.54934118,24.18162892,155.9100037,0
74.99,B00WOZHPIO,1.00089748,3.291767645,48.74000168,0
58.13,B00WR6ZX4I,3.89997278,2.300022765,43.38000107,0
116.57,B00WTIKXCG,6.54992602,33.67059476,46.75,0
79.99,B00WXIS4NM,4.90087026,7.2007966,27.98999977,0
25.99,B00WZK3I4S,3.99918068,4.143026309,10,0
549,B00X5OCGO6,106.9990271,15.35119222,222.8099976,0
582.63,B00X5OCWMC,116.0004905,20.33845288,242.3600006,0
159.36,B00X7384JG,21.99990298,45.72167796,83.90000153,0
259.99,B00X9Q0F02,38.92036148,84.54328763,89.75,0
59.99,B00XC1YCTY,13.8009212,8.723754983,19.62000084,0
9.99,B00XC9OEE4,0.39903622,0.731406361,6.590000153,0
50.18,B00XELE4EA,8.69943052,69.92701393,21.53000069,0
33.99,B00XH756WA,16.84991066,2.218365152,17.20999908,0
184.44,B00XHDC0PA,11.9490404,19.43582894,78.98999786,0
75.1,B00XL2DE70,13.04914578,0.958818423,31.20999908,0
89.99,B00XMHINS4,22.44964546,14.67115113,41.90000153,0
29.99,B00XVYQ23G,0.50044874,0.241021664,14.25,0
93.98,B00XZ70V5O,9.90094842,107.9136086,71.98000336,0
79.99,B00Y7X225M,2.50003908,3.491960502,40.63000107,0
60,B00Y870XFS,0.70106916,1.466324878,14.5,0
349,B00YBROTPU,18.298346,17.65033694,208.4900055,0
19.99,B00YC2QEW0,9.19987926,4.800238387,10.98999977,0
38.65,B00YHNAVTQ,4.44892316,1.147596776,18,0
19.41,B00YHZG57Q,0.50044874,0.500043125,10.26000023,0
16.99,B00YLZPXCK,0.85098332,7.123090162,12,0
21.84,B00YLZPXHK,1.60055412,11.79250076,14,0
20.49,B00YLZPXJ8,1.25001954,12.58756494,14,0
19.51,B00YLZPXK2,0.59965664,4.150050619,10,0
27.99,B00YM6ZXUA,0.89948496,2.50987405,13.19999981,0
24.99,B00YO73MQ4,0.1763696,0.895599626,12.5,0
24.99,B00YO73YVM,0.1984158,0.981647433,12.5,0
24.99,B00YO741YQ,0.220462,0.700675001,12.5,0
59.19,B00YOHRUWG,0.0220462,4.242244699,14.5,0
56.3,B00YOHRUX0,0.0220462,4.242244699,14.5,0
60,B00YOHRUYE,0.7495708,1.038719958,14.5,0
60,B00YOHRV3E,0.0220462,4.242244699,14.5,0
60,B00YOHRV6Q,0.65918138,1.695932037,14.5,0
60,B00YOHS2QY,0.65918138,1.923783118,14.5,0
60,B00YOHS6O2,0.76941238,1.475105266,14.5,0
60,B00YOHS6W4,0.0220462,4.242244699,14.5,0
12.5,B00YOWGD60,0.35053458,0.665553448,9.850000381,0
150,B00YT3J9DI,2.59924698,12.47122479,75,0
150,B00YT3JP1Y,2.59924698,12.47122479,75,0
150,B00YT3JXXE,2.59924698,12.47122479,75,0
23.13,B00YXGG3AI,3.89997278,1.670029891,9.239999771,0
31.99,B00YXGG41Q,4.04988694,1.009744676,12.02000046,0
25.42,B00YXGG6ZU,3.65085072,1.695932037,10.63000011,0
24.79,B00YXGGJYI,4.299009,2.276315716,9.930000305,0
30.99,B00YXGGLAU,3.39952404,1.469398014,10.63000011,0
23.34,B00YXGGYXO,4.299009,1.961099769,12.35000038,0
17.77,B00YXGHDGQ,2.1495045,1.178767155,7.849999905,0
26.07,B00YXGHEHO,4.49962942,1.886905486,14.61999989,0
17.27,B00YXGHF46,3.15040198,1.610323249,9.199999809,0
27.08,B00YXGHFBO,4.1998011,1.753882601,12.35000038,0
20.32,B00YXGI216,2.20462,1.646322842,10.75,0
27.63,B00YXGI2DO,4.40042152,2.149878122,13.14999962,0
28.47,B00YXGIQSA,3.99918068,2.177097326,12.35000038,0
27.64,B00YXGJ7KQ,3.89997278,2.311876289,11.55000019,0
29.54,B00YXGJ7L0,5.13896922,2.656945557,16.95000076,0
29.99,B00YXGJC2O,6.2500977,3.843615061,19.89999962,0
21.99,B00YXGJQS4,4.55033568,4.777848396,13.93999958,0
15.99,B00YZ3YAM2,0.6503629,1.041793094,12.06999969,0
59.99,B00Z0IBLH8,7.85065182,12.26093449,42.52999878,0
33.2,B00Z0RMD6M,11.45079628,1.65510323,18.12000084,0
10,B00Z77D0J4,0.09038942,0.693650691,5,0
19.29,B00Z9N4WC0,2.42949124,1.143645601,12.98999977,0
137.1,B00ZA376GI,28.1309512,19.49334048,84.38999939,0
179.99,B00ZAIW3F2,18.0007223,86.24580495,91.30000305,0
132.99,B00ZAIW3G6,6.61386,73.1652212,74.23999786,0
179.99,B00ZAIW3GQ,20.74988344,90.77560738,91.30000305,0
132.99,B00ZAIW3IY,19.400656,74.09374729,74.23999786,0
179.99,B00ZAIW3J8,21.5501605,94.28995787,91.30000305,0
179.99,B00ZAIW3K2,21.14891966,90.71107152,91.30000305,0
132.99,B00ZAIW3KC,13.999337,71.87143096,74.23999786,0
132.99,B00ZAIW3MK,17.24894688,72.59537399,74.23999786,0
179.99,B00ZAIW3N4,17.9896992,76.75947323,88.51999664,0
132.99,B00ZAIW48I,15.00023448,71.87143096,74.23999786,0
132.99,B00ZAIW4UG,13.999337,71.87143096,74.23999786,0
179.99,B00ZAIW6MW,18.0007223,86.24580495,91.30000305,0
132.99,B00ZAIW6NG,13.999337,71.87143096,74.23999786,0
410.5,B00ZBA3OJI,116.0004905,57.76354175,307.7900085,0
279.99,B00ZBA3UW4,136.999496,80.31245743,155.25,0
245.12,B00ZCO4OUQ,39.29955612,66.25725056,158.8899994,0
149.99,B00ZEYGAFQ,29.50002022,14.84192968,74.31999969,0
229.99,B00ZEYSVDU,54.24908434,18.71276395,90.81999969,0
74.99,B00ZEYSYXC,11.64921208,8.812875927,28.06999969,0
38.59,B00ZF283V6,0.24030358,0.828868673,20.70000076,0
205.99,B00ZGET6SM,10.50060506,17.55550875,110,0
280,B00ZGSHMOS,40.9508165,43.73862722,97,0
39.99,B00ZGU1242,0.7495708,0.795942217,14.72999954,0
40.43,B00ZHINMVY,0.54895038,1.862759418,20.18000031,0
39.11,B00ZHINNFY,0.54895038,1.862759418,20.70000076,0
40.47,B00ZHIOBNW,0.7495708,1.892612739,20.62000084,0
40.47,B00ZHIOCFO,0.76941238,1.506714665,20.62000084,0
40.47,B00ZHIOJ7U,0.83996022,2.02168445,21.64999962,0
37.77,B00ZHIOJEI,0.59965664,1.135743251,19.15999985,0
37.77,B00ZHIOJVQ,0.48942564,1.723151241,19.15999985,0
37.77,B00ZHIOK24,0.42108242,2.160414588,19.15999985,0
114.99,B00ZS9T8X8,5.00007816,2.061635217,41.99000168,0
71.85,B00ZTSHPKQ,3.80076488,6.444805151,34.20000076,0
197.63,B00ZXNLXU0,18.39975852,44.56134962,102.6299973,0
109.99,B00ZZ5BE4G,9.9648824,20.85605678,36.66999817,0
109.99,B00ZZ5BQEE,9.479866,20.47498792,36.66999817,0
99.5,B00ZZ5CHM4,14.550492,34.14473574,48.06999969,0
144.99,B00ZZ5D5PC,14.7489078,32.58489972,48.06999969,0
144.99,B00ZZ5DBU6,15.05094074,31.13920876,48.06999969,0
142.85,B00ZZ5DBW4,15.0796008,29.28347365,48.06999969,0
144.99,B00ZZ5DNMM,14.2418452,26.76833137,48.06999969,0
144.99,B00ZZ5DPCA,14.25066368,32.98835857,48.06999969,0
144.99,B00ZZ5DY3K,12.12541,28.34967933,48.06999969,0
154.99,B00ZZ5ECDQ,15.99892734,41.53870088,51.59999847,0
154.99,B00ZZ5ECJ0,15.99892734,38.73907401,51.59999847,0
154.99,B00ZZ5ERPO,11.684486,32.74733691,51.59999847,0
154.99,B00ZZ5ESKI,16.2260032,32.40621882,51.59999847,0
152.36,B00ZZ5F34S,12.5222416,34.30761194,51.59999847,0
154.99,B00ZZ5FK5U,11.6403936,33.31191589,51.59999847,0
154.99,B00ZZ5FKAU,11.4199316,32.17617264,51.59999847,0
149.63,B00ZZ5FKJQ,13.889106,42.78068684,51.59999847,0
147.73,B00ZZ5FS52,16.0055412,38.48839392,51.59999847,0
154.99,B00ZZ5FSY8,11.7285784,33.62054654,51.59999847,0
154.99,B00ZZ5FTCE,16.0496336,31.70203166,51.59999847,0
154.99,B00ZZ5G252,11.8608556,35.9881783,51.59999847,0
154.99,B00ZZ5G27U,15.3992707,41.93733052,51.59999847,0
154.99,B00ZZ5G2E8,12.2576872,32.95718819,51.59999847,0
154.99,B00ZZ5GCB6,16.40016818,42.55722595,51.59999847,0
52,B0100GG68S,4.40042152,15.54918998,37.45000076,0
39,B0100MVN5I,0.0992079,0.321801238,17.54999924,0
39,B0100MVSDK,0.0992079,0.321801238,17.54999924,0
39,B0100MW1E0,0.22928048,0.280094393,17.54999924,0
39,B0100MWN3O,0.0992079,0.321801238,17.54999924,0
139.95,B01012DC88,10.4498988,44.74134759,110.0599976,0
39,B0102P6D80,0.0992079,0.321801238,17.54999924,0
59.98,B0102UUH0U,9.34979342,23.41422296,38.99000168,0
59.98,B0102UUHCI,9.10067136,20.96668967,38.99000168,0
19.99,B0103AJ0IO,2.20021076,1.389496478,9.119999886,0
37.22,B01048IJQY,0.8377556,0.672138739,24.5,0
265.99,B0106RV5JG,12.65010956,17.77765257,55,0
28.27,B01077P1W2,7.07903482,4.722531949,22.82999992,0
199.99,B010C2Z1IG,42.00021562,48.52174385,97.75,0
35,B010D2IQL4,1.3999337,2.104659121,8.449999809,0
35,B010D2IXI0,1.0582176,2.695579266,8.449999809,0
35,B010D2J9MO,0.9700328,2.61611675,8.449999809,0
35,B010D2JGAY,1.3999337,2.071732664,8.449999809,0
35,B010D2JNRU,1.10010538,2.636311644,8.449999809,0
34.98,B010D2JO8S,1.06042222,2.826846074,8.449999809,0
18,B010DKSW4C,0.14991416,0.70155304,9,0
18,B010DKXH1U,0.0992079,0.471067842,9,0
18,B010DKXI2I,0.20062042,0.789356925,9,0
18,B010DKYWC8,0.20062042,0.687065399,9,0
29,B010DNGIXQ,1.47930002,2.977429737,9.75,0
29,B010DNGJBW,1.36906902,2.699091422,9.75,0
29,B010DNGRN2,1.43079838,3.396254268,9.5,0
29,B010DNGRU0,1.26104264,2.760115122,9.75,0
142.72,B010DNO05O,68.40054012,29.83576009,75,0
149.99,B010DNO84M,67.99929928,42.65820042,75,0
164.99,B010E7LXGS,20.54926302,98.15069469,87,0
34.99,B010FH1YXE,2.10100286,2.454118583,21.63999939,0
499.99,B010GE7URU,87.99961192,90.77955855,158.3999939,0
194.98,B010HWCWOW,42.59987226,15.33363144,99.48000336,0
21.98,B010I7A2AC,1.99959034,2.818065686,12.10000038,0
29.98,B010I7BG0W,3.00048782,4.319512117,16.48999977,0
38.99,B010MCXM2S,3.75005862,10.78670726,18.96999931,0
38.99,B010MCXMBO,3.80076488,11.32933527,18.96999931,0
38.99,B010MCY0RY,3.5494382,9.898570963,18.96999931,0
494.25,B010NPU2IQ,24.20011374,15.54787292,404.1499939,0
342.69,B010P9ZSR0,2.55074534,1.227059291,177.6300049,0
361.13,B010PQ3W3U,39.20034822,78.53618484,100.25,0
19.99,B010R04X5K,1.99959034,8.587219942,11.64999962,0
39.33,B010R055Z2,1.90038244,7.241625406,11.64999962,0
13.99,B010SE3JFA,0.54895038,0.843795334,9.510000229,0
154.99,B010SVLSQ0,15.99892734,42.11337731,51.59999847,0
349.99,B010SX2UNI,41.74888894,40.69929574,260.7999878,0
84.3,B010VAC95W,1.64905576,0.37404455,41.84999847,0
103.99,B010VACBEG,1.45063996,0.35077652,41.84999847,0
91.21,B010VAD28A,2.0502966,0.314337908,53.00999832,0
34.95,B010Y73DEI,5.31092958,6.281489925,22.12999916,0
49.99,B0113D5I3Q,6.00097564,29.06791511,17.95000076,0
49.99,B0113D5JF8,3.99918068,13.11702236,18,0
49.99,B0113D9RFG,6.00097564,29.06791511,17.65999985,0
161.77,B0116QNKS0,43.79918554,81.77131898,101.9700012,0
39.47,B0117EUYD0,0.70106916,1.656859308,30.18000031,0
14.99,B0119VCDKS,0.6393398,1.200718126,9.229999542,0
14.99,B0119VCN5I,0.7054784,0.905258053,9.229999542,0
14.99,B0119VCWT0,0.6393398,1.002281346,9.229999542,0
27.99,B011CRO9IS,0.33951148,1.344277478,8.460000038,0
84.99,B011CZLPI2,29.9497627,20.48157321,36,0
79.99,B011CZMR52,23.43951984,21.02288416,31,0
43.53,B011FOMA02,1.763696,0.757308507,29.39999962,0
34.85,B011HQVCEI,1.10010538,0.734479497,10.68999958,0
20,B011KF62BO,0.7495708,1.065500143,8.75,0
258.89,B011KQXQPS,23.95099168,11.52382087,224.8699951,0
279.71,B011KQXVX0,24.20011374,12.80575759,249.2899933,0
16.99,B011LV1IO8,0.48722102,0.548335261,10.30000019,0
28.99,B011LVH34W,0.14991416,0.106242701,16.70000076,0
29.98,B011NQY4VA,3.24960988,3.645178281,16.48999977,0
34.99,B011OP124C,0.50044874,0.689260496,17.5,0
15.99,B011PLOKGW,0.18959732,1.394325692,9,0
19.99,B011W2I1VY,3.99918068,14.53417707,10.78999996,0
19.99,B011W2I1YG,3.99918068,14.53417707,10.78999996,0
19.99,B011W2I1Z0,2.64995324,8.531903495,10.78999996,0
549.95,B0128DBCNK,13.30047246,18.13325831,356.9700012,0
59.99,B01293C12A,12.05045292,18.09111244,43.04999924,0
20,B012AP1BSM,0.9700328,1.493105063,5.75,0
79.99,B012BOB9R0,5.74964896,9.53462386,40.02000046,0
61.04,B012IYSEY4,24.70056248,18.90944465,34.40000153,0
68.99,B012IYSEYE,31.04986808,19.80767839,36.70999908,0
32.99,B012IYSF4S,7.6500314,7.130114473,21.88999939,0
47.99,B012IYSF8Y,12.5001954,7.108163501,22.96999931,0
165,B012SK5MHA,19.79969222,18.74525139,64.12000275,0
213,B012SK5SDI,33.00095678,35.3665268,86.94000244,0
163.2,B012SK5SKG,22.44964546,29.41869163,64.12000275,0
213,B012SK6Z7G,30.89995392,34.68341257,86.94000244,0
231,B012SK74EY,35.34887708,35.97632478,93.44999695,0
145.08,B012SK7TI0,17.24894688,17.29429219,59.77999878,0
159,B012SK7W3C,18.90020726,20.32264818,57.75,0
159,B012SK7WL4,17.29965314,18.93578582,59.77999878,0
198,B012SK82WW,25.15030496,34.11093124,76.08000183,0
198,B012SK8NS0,27.09918904,33.36328116,76.08000183,0
216,B012SK8Q0U,28.99957148,31.80344515,86.94000244,0
216,B012SK8RAY,26.4995324,34.57804791,84,0
198,B012SK8UXS,28.04938026,33.23113632,76.08000183,0
216,B012SK90LO,26.55023866,36.25422407,86.94000244,0
25.99,B012TWTUMU,1.2345872,4.792336037,10.17000008,0
25.99,B012TWTUYS,5.00007816,18.05642991,10.17000008,0
68.99,B012XS0NBC,11.99974666,26.90750053,39.95000076,0
153.99,B012XS0NGW,25.99908366,58.4176807,65.66000366,0
33.06,B012XS0NQM,6.9996685,18.05642991,19.97999954,0
54.72,B0131SE0KI,2.12084444,6.151979195,21.98999977,0
54.22,B01326JYTG,6.19939144,29.00381828,20.96999931,0
34.99,B0132KGXUU,0.35053458,1.047061327,16.51000023,0
28.83,B0132KGYE0,0.39903622,1.274473389,16.51000023,0
34.68,B0132KHBP6,0.440924,0.933794316,16.51000023,0
33.11,B0132KHTEO,0.59965664,1.38861844,16.51000023,0
31.86,B0132KHTRQ,1.3007258,2.768017471,16.51000023,0
34.99,B0132KHYUI,0.85098332,4.08112457,17.69000053,0
34.99,B0132KHZIY,0.72972922,4.97321204,17.69000053,0
34.99,B0132KHZZ2,0.59965664,2.339973532,16.51000023,0
34.99,B0132KI5CY,1.04939912,4.738775668,17.69000053,0
34.99,B0132KI5MY,1.0582176,1.925100176,17.69000053,0
34.99,B0132KI6CI,0.9810559,5.680911353,17.69000053,0
98.99,B0133LNCJS,10.24927838,34.19829611,41.08000183,0
80.92,B0133LNVAS,8.99925884,27.57876123,47.11999893,0
79,B013755CKW,1.7196036,5.531644748,61.61999893,0
12.99,B01375HIJU,0.2645544,0.918428636,8.029999733,0
28.51,B013A4ASNG,5.39911438,13.45375026,15.94999981,0
49.95,B013A4ATCQ,5.5005269,16.05406231,13,0
214.84,B013AVFXQQ,16.6999965,18.83393331,150.1900024,0
18.34,B013B1AZE0,1.75046828,15.82577221,10.44999981,0
76.99,B013FAFOHA,11.99974666,26.90750053,33.95000076,0
58.99,B013H48214,9.40049968,25.06054581,33.25999832,0
25,B013I29V9W,0.70106916,0.3661422,15,0
25,B013I2A3QM,1.10010538,1.394325692,15,0
25,B013I2A4CA,0.89948496,0.449116871,15,0
25,B013I2A8F8,0.70106916,0.841600237,15,0
25,B013I2A8HQ,1.19931328,0.78540575,15,0
25,B013I2A8O4,0.99869286,2.206511627,15,0
139.95,B013JIHEK8,32.0000593,6.275343653,69.25,0
20.43,B013JL05O2,5.6989427,2.472557399,12.78999996,0
24.99,B013JL05PG,4.70024984,2.682408683,11.89999962,0
24.99,B013JL05R4,4.19098262,2.633238508,11.89999962,0
11.99,B013JOAWGA,0.89948496,1.417593722,8.479999542,0
21.99,B013JOAWMY,1.25001954,2.570019711,15.56999969,0
23.99,B013LPRERW,0.95019122,4.419169527,12.60000038,0
24.99,B013LPRG2K,1.04939912,4.506534392,13.64999962,0
39.99,B013LPT16O,0.20062042,0.597066417,21,0
37.99,B013LPTA4M,0.20502966,0.525067232,19,0
24.99,B013LPUZNC,0.18518808,1.100182678,13,0
24.99,B013LPUZPA,0.20062042,0.66335835,13,0
24.99,B013LPV3VK,0.20062042,0.510140571,13,0
19.99,B013LQBMJM,0.7605939,3.502496968,10.5,0
19.99,B013LQBUJO,0.0992079,0.129071711,11.5,0
19.99,B013LQBUK8,0.14991416,0.697162846,11.5,0
19.99,B013LQBUOY,0.14991416,0.652821884,11.5,0
19.99,B013LQC3H2,0.14991416,0.632626991,11.5,0
16.99,B013OZ5NM2,0.85098332,8.186395208,12.31000042,0
49.99,B013ROF6GS,17.65018772,26.55628499,21,0
49.95,B013SGDRXY,1.4109568,0.874087674,28.71999931,0
129.99,B013VO85LC,0.89948496,0.900867859,93.58999634,0
109.99,B013VO8KU8,0.56438272,0.57248133,79.19000244,0
129.99,B013VO8MTC,1.10010538,0.86223415,93.58999634,0
129.99,B013VO8SRS,0.95019122,0.835892984,93.58999634,0
27.99,B013W8FWUE,0.4629702,1.733687707,11.75,0
155.12,B013WP2H5K,4.87000558,10.32573686,53.47000122,0
34.98,B0140YKLXW,3.09969572,4.319512117,19.23999977,0
45,B0142WKA10,2.85057366,4.639118258,9.930000305,0
75.99,B0143QP1A0,25.15030496,4.293609971,53.20000076,0
26.64,B0144O1VHS,5.291088,6.219588186,11.36999989,0
39.99,B0145061QM,1.3999337,2.414606835,30.12999916,0
44.99,B0145063W4,1.62921418,4.567119073,30.94000053,0
39.99,B01450646Y,1.3668644,2.714457101,30.12999916,0
39.99,B014506IL0,1.36906902,3.078404204,30.12999916,0
39.99,B014506KYU,1.45063996,3.349279189,30.12999916,0
27.99,B0145B3H90,12.29957498,0.914477461,11.44999981,0
117.99,B0145QYW6M,18.0007223,48.57398716,75.33000183,0
13.97,B01486A312,0.89948496,0.496530969,5.489999771,0
26.99,B0148DA46O,1.15081164,8.480977242,10,0
14.98,B0148DA4J6,0.8377556,5.166819606,6.449999809,0
39.99,B01493GUDO,6.9996685,19.50607205,25.51000023,0
117.99,B01493HMAE,18.0007223,48.57398716,75.33000183,0
29.99,B01498R7GI,2.25091702,4.421364624,19.37999916,0
49.99,B014DEKS1O,5.14999232,20.83147169,29.98999977,0
117.99,B014E8VJXK,18.0007223,48.57398716,75.33000183,0
34.99,B014GVIOWE,3.4502303,5.508376719,24.48999977,0
114.11,B014HEVXWI,26.10049618,53.44885885,46.86000061,0
107.5,B014HEWFKM,28.95988832,12.94624381,41.66999817,0
59.99,B014I43RIK,0.05070626,0.143998371,39,0
139.95,B014JNSAHS,1.10010538,3.069623816,84,0
143.06,B014JNSAQO,1.25001954,3.953369917,84,0
94.95,B014JOPI1S,2.50003908,7.634547791,54,0
99.95,B014JOPI7C,2.50003908,15.37094809,54,0
99.95,B014JOQ6NM,2.25091702,4.843262291,57,0
95.34,B014JOQ7ZY,2.33910182,9.898570963,57,0
