ASIN,channel,retail,1m,weight,selling
B01D67AB4I,0,77.32,2304.437983,3.89997278,41.4
B003BYR2LW,0,269.99,8837.086092,64.39915482,144.55
B075M5MW3Q,0,39.99,802.0955128,0.44974248,21.41
B07B428PCJ,0,39.99,614.9968486,0.6503629,21.41
B07DLJ6MPW,0,39.99,527.855005,1.00089748,21.41
B08MNKQV2D,0,26.99,138.9509649,0.70106916,14.45
B000CC3R8I,0,598.67,14700.18216,111.9991052,320.5
B06WLGBPN3,0,269,1368.883638,6.45071812,144
B0815V963L,0,17.99,234.941245,3.527392,9.63
B07L6CY6NF,0,34.99,401.6579934,1.54984786,18.73
B005IUC2IA,0,119,7193.53478,31.49961056,63.7
B01K2C2LTS,0,130.8,1865.189391,23.99949332,70.01
B003XR480U,0,299,8270.603085,49.29971244,160
B005JETIT6,0,299,7185.78477,30.00046896,160
B001F4YWIQ,0,14.95,38.0787888,0.0992079,8
B07GSYL1TM,0,14.95,25.7520014,0.14991416,8
B08JB3314T,0,14.95,15.3169487,0.0220462,8
B01JJE5FAW,0,14.95,11.7775741,0.05070626,8
B07TP6ZVWQ,0,14.95,8.1161521,0.0220462,8
B003K2940W,0,336.45,8622.953929,26.99998114,180
B006ZZVE1S,0,497.2,6632.421858,62.00052826,266
B072QFC55C,0,192.83,955.0819287,48.45975222,103.16
B07WJYXSRY,0,40.47,281.0141385,0.83996022,21.65
B00CII2AGO,0,182.27,5231.073611,17.59948146,97.5
B0009WG33M,0,472.99,15701.15392,145.9987549,253
B003ZDWI4U,0,169.94,8208.908124,60.00093792,90.87
B079S2HWKV,1,107.63,656.4319409,11.15978644,57.54
B07Y94SBGX,0,35.99,266.1243557,16.30096028,19.24
B00405VHNK,0,146.31,8168.754529,10.0089748,78.2
B088C4YWTX,0,30.89,177.1518011,0.39903622,16.51
B07CZSP9KK,1,34.99,553.8511012,3.86028962,18.7
B00H12B55O,0,222.64,4593.620041,67.99929928,118.95
B07G82SZPR,0,29.95,465.3667362,1.79896992,16
B07G87BQL9,0,29.95,465.3667362,1.84967618,16
B07JJV3J8W,0,29.95,429.3017295,1.64023728,16
B07JP1GFNW,0,29.95,427.2269237,1.64905576,16
B0007WEO0S,0,29.95,134.7403296,0.3968316,16
B077XN3LGK,0,29.95,98.9804414,0.29982832,16
B00DZKXRO8,0,205.99,4988.809522,91.9987926,110
B01DBGS3LW,0,52.44,2296.443878,6.9996685,28
B000VXD94A,0,204.41,11946.12156,50.24990366,109.13
B00K1G95MW,0,169.99,3996.075971,25.45013328,90.75
B07KP8PVV4,0,14.99,410.8115484,2.77120734,8
B07RHQJC69,0,14.99,339.9630327,0.881848,8
B07VCMBDG1,0,14.99,21.2972713,0.1433003,8
B003N3KW9U,0,28.09,36.5531963,0.59965664,14.99
B084ZQYDL7,0,39.99,200.7069493,1.69976202,21.34
B0855H4ZCR,0,17.99,198.2660013,1.15081164,9.6
B01MS2VV4C,0,93.69,1576.242171,11.34938376,49.99
B06X14QZJC,0,29.99,1343.436756,6.94896224,16
B08BDG1V5R,0,29.99,166.594701,0.220462,16
B00TO38U4C,0,29.99,114.9686508,0.220462,16
B07C2XXQZ5,0,50.95,584.1798801,7.5508235,27.18
B078SJ7135,0,36.61,696.4634881,0.82893712,19.53
B005STRN3U,0,149.99,7072.707854,38.49927906,80
B00JUM30O2,0,181.51,4153.395069,26.4995324,96.8
B00DYA3FJ6,0,156.5,4993.630395,21.0100286,83.46
B00JUMDZNI,0,67.98,4040.440201,11.99974666,36.25
B006KNOXPE,0,12.19,68.4075677,0.19621118,6.5
B0742H5XWK,0,20.63,895.217679,3.80076488,11
B07C2ZYH8P,0,149.95,581.6168847,4.34971526,79.95
B089N9QRKM,0,64.52,170.256123,9.94945006,34.4
B01I8JMCCS,0,31.89,1997.854914,9.29908716,17
B00ZZ5DY3K,0,311.43,2977.95656,34.74922044,166.01
B08N9BFW19,0,14.99,137.5474198,4.16893642,7.99
B00SYYOKU0,0,162.5,3243.409655,21.99990298,86.61
B001GBG0YC,0,175.45,10685.98215,36.04994624,93.5
B00T2XF934,0,239.8,3241.823039,21.30103844,127.79
B06ZXTKJ3S,0,59.99,1245.920883,1.69976202,31.96
B082B6ZP16,0,17.27,223.8349316,3.15040198,9.2
B00H8AMIY6,0,152.21,4573.848362,37.74970826,81.08
B00TM98RWI,0,264,3212.592687,104.9994367,140.58
B00PP7AFF8,0,49.88,3401.949228,5.39911438,26.56
B01G9B5TAO,0,99.99,2129.055869,4.850164,53.24
B077YQKHSW,0,20.66,727.2804566,1.15963012,11
B07GYH56TM,0,19.14,25.6909777,0.24912206,10.19
B005SKU5WU,0,129.99,7082.349598,25.15030496,69.2
B01FFNDWXI,0,49.92,107.401712,1.84967618,26.57
B003YLCF0U,0,223,8235.758552,85.79940116,118.69
B008G7OJFQ,0,253.46,5990.757653,13.00064414,134.9
B06XMQBH5T,0,24.05,1294.922914,2.44933282,12.8
B07RG3XCJ7,0,24.99,340.8783882,1.5652802,13.3
B07YGXVW94,0,24.99,262.2798626,1.90038244,13.3
B071XQDMZN,0,45.46,1034.168644,7.25099518,24.19
B001HJTK5Y,0,30.05,130.8348128,0.89948496,15.99
B01530NGJ8,0,68.99,2753.267297,31.04986808,36.71
B005VEC4RM,0,204.86,7004.422333,55.99955262,109
B07W7MR6K6,0,36.95,284.7976079,3.19890362,19.66
B00FYUJ7IM,0,172.99,4697.482379,28.49912274,92.04
B002YKF96E,0,300,9102.600211,55.00085976,159.6
B01JH3PNSO,0,44.85,1870.071287,4.40924,23.86
B0043S06GI,0,10.32,127.3564619,5.180857,5.49
B01G2LXW3C,0,39.99,106.9135224,2.10100286,21.27
B006I3830W,0,19.33,35.0886275,0.0992079,10.28
B01N8QFOSO,0,42.31,1441.501841,11.04955544,22.5
B000HZFDQE,0,255.99,13463.96405,75.99986526,136.13
B01JJDFUHG,0,19.67,105.8150958,0.39903622,10.46
B07B429J9M,0,82.95,614.9968486,10.89964128,44.11
B06XSXHG8F,0,19.99,1274.479975,0.9700328,10.63
B07FQSPKGH,0,38.84,476.2289548,1.1133331,20.65
B07XNT3GV7,0,39.99,46.2559646,0.14991416,21.26
B07WCCWN4N,0,15.99,83.1142794,0.1543234,8.5
B07KNQ5YS9,0,89,410.9946195,9.55041384,47.31
B07ZRCPLJS,0,31.21,241.7758994,2.9982832,16.59
B089D5RY63,0,13.15,172.2088814,0.89948496,6.99
B0815WMK5G,0,12.23,18.9783707,0.09038942,6.5
B00XM2MRGI,0,66.99,3081.025589,22.2997313,35.6
B07C2W36TB,0,45.99,585.0342119,1.79015144,24.44
B071W1GD72,0,128.34,1066.816323,7.5508235,68.2
B079TVW294,0,38.86,655.0283958,1.19931328,20.65
B000JF7WZC,0,248.77,13115.15258,33.00095678,132.19
B00HWFCK22,0,144.99,4459.428925,38.801312,77.04
B019DP6MLI,0,61.15,31.3051581,0.6393398,32.49
B0018XVK0C,0,558.99,11205.35487,124.9997494,297
B0132KHZZ2,0,366.6,2855.237899,43.99980596,194.78
B000JF8LMK,0,248.8,13115.15258,33.00095678,132.19
B0725QTWKB,0,288,1006.524908,9.55041384,153
B002BV0F8S,0,316.88,9709.663978,101.0002561,168.3
B000F6R368,0,431.17,14129.54955,69.99888962,229
B004CMTQXY,0,193.41,7935.460924,67.30043474,102.72
B01EY05E3O,0,136.03,2204.359115,36.2990683,72.24
B003ULZGFU,0,343.85,8397.34931,109.9995149,182.6
B00HFAW4GQ,0,174.66,4540.102256,63.4489636,92.75
B01LRN0BLQ,0,39.55,105.4489536,0.24912206,21
B004XAT4OG,0,376.68,7482.359952,57.99914296,200
B00EUHDGTQ,0,142.99,4839.362481,79.00035308,75.92
B0057Y50TU,0,550,7380.328325,64.0001186,292
B000MQX1HG,0,15.73,38.3839073,0.14991416,8.35
B07VCH3S39,0,25.3,299.5653433,0.59965664,13.43
B072K69V1R,0,66.92,970.5819485,5.89956312,35.52
B075G2LRYH,0,23.74,814.2392291,2.35012492,12.6
B002TSAZOC,0,433.42,9178.513693,118.0000809,230
B07H9PZMTZ,0,84.99,445.0458441,30.89995392,45.1
B00389BVYO,0,395.8,8901.588143,35.00054712,210
B01M8LC6SK,0,132.27,1644.100525,7.14958266,70.17
B079K1NS8X,0,128.56,662.4122635,7.50011724,68.2
B07KZ56XJQ,0,31.84,8.7874128,0.0220462,16.89
B00IUNZJQO,0,185.99,4238.401084,11.60071044,98.66
B07F222DBJ,0,32.67,505.5813545,0.70106916,17.33
B0815QYL78,0,67,235.6125057,1.49032312,35.54
B00ONO67BU,0,97.58,3492.081233,23.24992252,51.75
B0858K44NP,0,19.99,196.8624562,1.15963012,10.6
B01JJE5HAK,0,19.99,105.5099773,0.29982832,10.6
B07MP1DXFL,0,21.99,391.0398696,7.89915346,11.66
B07FQ8MRX6,0,24.99,476.5340733,3.39952404,13.25
B07CRTT9DB,0,24.99,54.2500693,0.48942564,13.25
B0151PJCA2,1,66.39,2753.267297,13.60030078,35.2
B07CZDX5M8,0,39.99,96.417446,0.29982832,21.2
B01J97QPK8,0,49.99,1899.789828,11.3758392,26.5
B01MFGAQ1E,0,49.99,1606.021737,1.75928676,26.5
B06XGKZYQH,0,49.99,1309.263484,1.75928676,26.5
B071HG85V9,0,49.99,1121.432535,1.75928676,26.5
B071WWYQMN,0,49.99,1038.257232,1.8298346,26.5
B0748L5425,0,49.99,889.8475934,1.7196036,26.5
B074JG2XJN,0,49.99,873.1270996,1.4109568,26.5
B07B3SDCF7,0,49.99,648.4988599,1.5873264,26.5
B07CRVWTWP,0,49.99,569.0460025,2.09659362,26.5
B07F41CKKL,0,49.99,498.9907949,1.4109568,26.5
B07FHLK5ZD,0,18.77,93.2442136,1.18608556,9.95
B07B417MSY,0,229.16,632.5106505,30.09085838,121.47
B002BDTETC,0,119.99,9714.789969,16.15104612,63.6
B01MCZMRT5,0,264.61,1627.502079,9.700328,140.25
B004I44IWU,0,264.99,7825.191098,126.9993397,140.45
B01NBMBYZ3,0,65.42,1407.389593,17.7251448,34.66
B08CY5YM51,0,16.99,159.3939044,0.4629702,9
B002J8VWB2,0,194.45,9496.874336,33.19937258,102.98
B07J32C9RP,0,104.64,51.1988843,1.69976202,55.41
B003TWHPNG,0,158.64,8429.386752,28.6490369,84
B07JNJXR44,0,86.88,428.4473977,4.01020378,46
B079FBLNVT,0,15.11,665.5244722,0.89948496,8
B0815ZNC7W,0,41.97,231.7680126,0.85098332,22.22
B07ZWLBZDL,0,15.3,240.1282595,0.67902296,8.1
B07F1R3H5Y,0,25.71,508.937658,1.19931328,13.61
B07GWNR969,0,110.15,452.3076644,4.8281178,58.3
B01NH50FK9,0,339,1388.960436,26.99998114,179.4
B00DDZJIXY,0,16.99,120.8879497,4.25050736,8.99
B081SNQ647,0,15.12,4.1496116,0.0992079,8
B07SKY2B63,0,28.35,84.7619193,0.22928048,15
B004O6I54E,0,77.97,7666.956644,12.05045292,41.25
B081J6GJ9S,0,20.32,228.838875,2.20462,10.75
B0062B4PQQ,0,234.99,6953.162425,74.00027492,124.3
B00PZ1ANYC,0,12.95,12.8760007,0.05070626,6.85
B07YXPFXLD,0,13.99,20.1988447,0.0992079,7.4
B00KTNTS60,0,129.99,3813.554084,23.49904458,68.74
B003AU5W2I,0,122.99,8865.950302,53.99996228,65.03
B008CD5OZ8,0,183.99,6134.468466,72.99937744,97.28
B0723BX9VH,0,34.99,1009.209951,1.10231,18.5
B07F21TLT6,0,34.99,507.4120655,2.44933282,18.5
B0716YCZ7X,0,129,1185.263325,8.19898178,68.2
B0044U4OJ0,0,110.48,8045.791774,9.59891548,58.4
B00S4THPIO,0,45.29,3276.118358,10.95034754,23.94
B002J1WBAA,0,35,9509.445218,14.14925116,18.5
B0716JZYHX,0,38.5,1194.477904,3.48109498,20.35
B0016I64ZA,0,274.56,11318.30973,38.9997278,145.12
B0815ZMYDL,0,42.04,231.7680126,0.85098332,22.22
B0815ZMYFF,0,42.04,231.7680126,0.85098332,22.22
B012SK74EY,0,108.79,2877.938716,8.69943052,57.5
B07KSJTCXZ,0,9.99,409.1028848,0.3968316,5.28
B001TOCYB4,0,500.14,10017.58957,41.44906062,264.32
B07YXKJ417,0,22.99,256.7877296,1.3668644,12.15
B014U4ZIJY,0,36.01,2762.237781,2.29941866,19.03
B003RD7EDS,0,147.99,8508.900633,43.99980596,78.2
B003RD7ENS,0,147.99,8508.900633,43.99980596,78.2
B07C2W6MZW,0,78.54,584.7901171,50.99947446,41.5
B071W1GL7W,0,33.12,1062.30057,15.6968944,17.5
B07XLL86PS,0,29.81,274.0574367,2.64995324,15.75
B07J4ZZG85,0,20.82,90.4981471,2.64995324,11
B002IV3GT6,0,316.54,9535.136196,101.0002561,167.2
B00YXGJQS4,0,98.92,3032.87789,13.19905994,52.25
B074L82WFD,0,29.82,869.587725,3.00048782,15.75
B07PFFKXS4,0,17.99,365.1658208,2.94978156,9.5
B07PR28K3Z,0,17.99,360.2839248,2.9321446,9.5
B07QK95V6Z,0,17.99,350.886275,2.976237,9.5
B07QRMDN5F,0,17.99,347.9571374,3.00048782,9.5
B01FRNVFDK,0,129.99,2166.585445,15.1677856,68.64
B01IN25ETI,0,205,1954.161945,14.90102658,108.24
B07194G15Z,0,30,1176.048746,1.34922744,15.84
B0714L116Q,0,190.77,1199.542871,15.65059738,100.72
B07D62VXGS,0,59.95,545.1857358,1.07364994,31.65
B0049MVCL6,0,492.52,7978.848775,79.99904594,260
B00V87C5PW,0,99,3138.876057,22.80018004,52.26
B07H8YY814,0,54.22,447.0596262,3.9242236,28.62
B0886YBT65,0,24.99,180.4470809,0.95019122,13.19
B0815W5STZ,0,24.99,5.4311093,0.0220462,13.19
B088LR9LRF,0,67.07,175.8092797,3.0423756,35.4
B00V5XHF6I,0,29.5,32.7087032,0.39903622,15.57
B086CF5CCZ,0,80.98,189.1124463,10.74090864,42.74
B07CFN6N79,0,39.79,96.6615408,0.22266662,21
B001LQZPKM,0,371.45,10384.5861,106.0003342,196
B01FMT84WO,0,22.99,107.1576172,0.7275246,12.13
B07PH7QDR5,0,34.95,86.7757014,1.28088422,18.44
B01I8JLU44,0,49.89,1999.685625,3.24960988,26.32
B002OEU4FG,0,307.42,9352.797381,30.86027076,162.18
B071Y8RHK9,0,22.33,1033.375336,1.04939912,11.78
B01MQ482IW,0,198.33,1597.478419,9.700328,104.61
B01G9B4NMY,0,133.07,2134.303908,8.3003943,70.17
B01E3UJKXK,0,514.99,2250.187914,60.00093792,271.56
B07K2VSBYV,0,41.74,422.3450277,4.3210552,22
B003TWG1IQ,0,274.99,8431.8277,148.0005498,144.93
B003TWHN6U,0,274.99,8431.8277,148.0005498,144.93
B071JDWSRS,0,74,1110.570316,14.49978574,39
B07KL2C6RJ,0,27.04,411.8489513,3.6596692,14.25
B00FSB630M,0,385.11,4711.578853,70.00991272,202.95
B0088ZVLAM,0,166.99,6209.649665,50.0007816,88
B07FMDBFR7,0,36.91,479.4021872,2.55074534,19.45
B00VNX88FW,0,129.99,3125.267772,32.69892384,68.49
B004I8Q6RQ,0,279,7825.008027,69.00019676,147
B000BZX092,0,219.6,14728.19204,41.85030146,115.7
B07Y5XD83Q,1,16.99,268.50428,0.89948496,8.95
B00JWMLHD6,0,360.69,3999.981488,69.99888962,190
B082YNXXLR,0,23.73,215.7798032,0.52690418,12.5
B00JWMLMQI,0,199.95,3997.906682,28.75044942,105.3
B00ZAIW3G6,1,60.78,3025.310951,25.6507537,32
B01IFN972U,0,496.55,1967.709207,32.7496301,261.42
B074KNH7Z5,0,17.57,10.984266,1.75046828,9.25
B07F46Z3CL,0,19.47,26.1181436,0.14550492,10.25
B00BLT1H6,0,212.97,5343.906433,9.0499651,112.11
B00ASATHB0,1,156.38,5499.821986,58.44888544,82.32
B01AV46ZXU,0,94.99,2468.713784,60.00093792,50
B008ERUU7E,0,118.95,6044.885675,8.3996022,62.61
B00144CFGS,0,399,11463.48512,35.00054712,210
B0037KMI8C,0,399,8901.588143,35.00054712,210
B0037WLS4U,0,399,8901.588143,35.00054712,210
B003WY5MVI,1,399,8299.2232,79.99904594,210
B07KQ49962,0,19.95,410.6284773,1.45063996,10.5
B00D4C3M1K,0,149.63,5111.345112,31.4489043,78.75
B00BHD1O90,0,99.99,5358.796216,16.0496336,52.62
B007KF5UVC,0,225.75,6330.598638,55.997348,118.8
B075V6C2TC,0,19.27,28.7421627,0.59965664,10.14
B07C2Y9DYT,0,43.33,581.8609795,3.30031614,22.8
B001KW0DPY,0,271.9,10464.161,73.53950934,143.07
B000E3VKGG,0,484.86,14340.26438,124.9997494,255.1
B00P1TBCL6,0,91.27,3463.827259,22.05060924,48.01
B07VSX1W7V,0,20,289.9235987,3.99918068,10.52
B0752SJLF2,0,49.55,840.4183964,4.4533324,26.06
B07PB3PC3Q,0,47.54,86.9587725,1.00089748,25
B07C2YHW61,0,33.64,581.8609795,1.19931328,17.69
B00PUIIDBU,0,503.99,3396.640166,121.0005687,265
B0767Q2X9R,0,102.95,776.8927247,12.46933072,54.13
B08D3KCM6R,0,12.99,159.271857,0.39903622,6.83
B08D98X2F2,0,12.99,157.6852408,0.440924,6.83
B00FLZ36Z0,0,12.99,65.905596,0.440924,6.83
B07YFCHLV4,0,118.97,263.6834077,3.95067904,62.55
B006U1IOJ2,0,32.26,68.1024492,0.70106916,16.96
B07FF773JC,0,77.3,485.3825098,2.50003908,40.63
B00HWFITA4,0,168.72,4443.867881,15.00023448,88.68
B0173I4YVM,0,19.56,31.4882292,0.0220462,10.28
B08GWXYL31,0,9,149.8131835,0.35053458,4.73
B08J2WSV8C,0,9.99,146.7009748,0.78925396,5.25
B07T82173X,0,9.99,84.3347534,0.2425082,5.25
B073RJK891,0,127.95,921.45787,18.34905226,67.24
B002IZ99G6,0,442.12,9521.894053,34.94984086,232.34
B000P9EZZM,0,144.53,12321.1122,13.00064414,75.95
B00004YTPE,1,24.99,135.472614,1.06042222,13.13
B004TBMUMM,0,315.95,7555.710439,73.85036076,166
B078159LW7,0,23.43,98.5532755,3.4832996,12.31
B0033UM6BU,0,39.97,128.3938648,0.42108242,21
B07K2TLJC7,0,17.99,423.1993595,0.6503629,9.45
B07FD4N1XG,0,19.99,486.8470786,0.7605939,10.5
B07HHVBZ9B,0,19.99,440.7131614,0.54895038,10.5
B07T25QC33,0,19.99,315.9807186,0.6503629,10.5
B07NXWJCDJ,0,19.99,49.4902207,0.13007258,10.5
B07P5R5LY9,0,24.75,87.6910569,0.18518808,13
B07B438ZBN,0,23.99,614.2645642,0.95019122,12.6
B0815TBHX5,0,29.99,235.4294346,0.9700328,15.75
B00BQOFSH4,0,158.66,5320.168213,52.9990648,83.32
B07S3YGDDM,0,69.83,328.917743,0.95019122,36.67
B072VN1LHJ,0,39.99,950.3220801,2.7998674,21
B00BD56JCY,0,39.99,121.9253526,0.22266662,21
B077XQRWLL,0,39.99,98.9804414,0.22487124,21
B07GSYJ8C1,0,39.99,91.5965737,0.2094389,21
B07NNKVLQV,0,39.99,87.9351517,0.23589434,21
B07WVWJT29,0,39.99,82.992232,0.20062042,21
B082YPM4FG,0,39.99,80.1851418,0.220462,21
B078YQZNQ2,0,39.99,56.2028277,0.35053458,21
B07BDR6DMM,0,123.02,604.9279381,14.62103984,64.6
B0032FOOQQ,0,529.99,9007.952452,75.99986526,278.3
B07XPKYDPR,0,23.52,272.5928679,4.299009,12.35
B0785ST92K,0,61.99,718.859186,6.75054644,32.55
B07YFCBQS3,0,40.91,263.7444314,10.63067764,21.48
B008N3PPV0,0,199.99,5936.080418,39.20034822,105
B00GNWWFR0,0,199.99,4634.811039,26.90077324,105
B0815TBHW6,0,40,235.4904583,0.48060716,21
B084G86YBK,0,40,204.8565609,0.57099658,21
B089D36SSD,0,40,172.2699051,0.5401319,21
B00N9RGTW4,0,40,116.9214092,0.50044874,21
B07WDYXVB1,0,40,83.0532557,0.44974248,21
B01L8JJY08,0,389.99,1774.996362,49.24900618,204.74
B07PVN3TBW,0,62.87,357.5378583,1.90038244,33
B07MM5R3MP,0,27.63,392.0772725,1.8298346,14.5
B00HX7527E,0,191.51,4409.389491,42.80049268,100.5
B082H96W5F,0,47.64,220.6006755,0.44974248,25
B07B41529L,0,19.59,634.2803378,2.10100286,10.28
B07YVWT2Y6,0,40.02,257.2148955,0.44974248,21
B01CVL3VI8,0,83.28,2324.880923,13.1505583,43.7
B008RK4ZCE,0,79.99,5893.24178,20.1502268,41.97
B00ZAIW3MK,1,163.52,3018.598344,53.99996228,85.79
B002CJ62N6,0,221.14,9702.402158,52.00037194,115.97
B00L4OBSMK,0,389.99,3757.595351,43.99980596,204.5
B00080FGME,0,440.92,16205.02661,50.0007816,231.19
B07V7S4DL7,0,59.95,301.9452676,1.9180194,31.43
B07YXL5SW1,0,71.3,256.1774926,1.0912869,37.37
B07C9C5YYN,1,19.08,576.8570361,0.59965664,10
B007AOQXTG,0,124.03,6474.675594,34.7007188,65
B071G8K4KB,0,20.99,1136.383341,2.40083118,11
B001G4Z5NQ,0,20,71.9469423,2.87923372,10.48
B079T3MDLH,0,70.42,97.5158726,2.55074534,36.9
B079T11JYG,0,129.76,655.394538,15.15014864,67.99
B0731HZP1J,1,146.73,940.7413592,13.00946262,76.88
B07C2G3C7F,0,99.36,587.2310651,9.12933142,52.06
B07Z785BJ6,0,10.02,81.4056158,0.2425082,5.25
B07VTWT9BD,0,110.51,289.4964328,11.34938376,57.9
B000HHJGO2,0,319.99,13618.47606,88.18039076,167.65
B086Z3KD7D,0,21.95,185.8171665,1.10010538,11.5
B0757DQPPG,0,62.99,824.6132581,4.5856096,33
B07PN5XZX1,0,120.14,362.4197543,13.65100704,62.94
B003VAYK48,0,465.92,8373.489043,55.00085976,244.08
B06W9GDF4P,0,96.38,1376.633648,62.00052826,50.49
B000COCU84,0,304.95,14604.43598,58.55029796,159.66
B07T8XXGW2,0,15.95,314.272055,1.763696,8.35
B01I21CXKI,0,29.99,2020.250612,5.00007816,15.7
B01I21E8LK,0,29.99,2020.250612,5.00007816,15.7
B01I21EEZK,0,29.99,2020.250612,5.00007816,15.7
B01I21F33W,0,29.99,2020.250612,3.99918068,15.7
B01LR5S1WA,1,29.99,1747.047507,3.65085072,15.7
B01LZVVA58,0,29.99,1699.693116,4.8060716,15.7
B01M5AJ9K5,0,29.99,1663.200944,5.00007816,15.7
B01MDMGGJI,1,29.99,1624.023728,3.60014446,15.7
B01MG85RQB,0,29.99,1598.515822,4.60104194,15.7
B01MTKZ4RT,0,29.99,1550.185051,4.60104194,15.7
B01MTLD4UJ,0,29.99,1550.185051,3.60014446,15.7
B01MYQ7Z03,0,29.99,1523.273599,4.4533324,15.7
B01N070JO1,0,29.99,1518.635798,4.7509561,15.7
B01N1ZN4CN,0,29.99,1500.999949,3.60014446,15.7
B01N2KBNOV,0,29.99,1499.718451,4.40924,15.7
B01N4R6LZH,0,29.99,1476.407398,4.40924,15.7
B06XY3TTG6,0,29.99,1264.777206,4.64954358,15.7
B07B41YSPP,0,49,620.3059105,1.4109568,25.65
B015DZKDHG,0,85.68,2748.690519,16.64929024,44.85
B00JUM4IKM,0,426.94,4080.288677,37.54908784,223.47
B00063QB7W,0,342.69,18300.39739,70.99096862,179.35
B07DY9ZM9T,0,66.63,515.5892413,13.999337,34.87
B0061Z84AG,1,132.23,6968.296303,26.1027008,69.2
B01CUDHRLO,0,286.99,2333.607312,80.99994342,150.19
B00W4DCTK0,1,162.43,3124.41344,46.29702,85
B07GZ4FNB2,0,13.13,91.2304315,0.1763696,6.87
B0749ZD8QM,0,13.13,58.0945624,0.20062042,6.87
B010D2J9MO,0,197.18,2948.360066,15.3992707,103.17
B07123TPNP,0,71.36,1214.249583,12.25107334,37.33
B005S6GY74,1,162.49,7082.715741,38.250157,85
B07BL792G4,0,88.92,599.7409236,21.4509526,46.51
B07B429J9R,0,50.36,614.9358249,4.27916742,26.34
B08GM9XX6T,0,34,15.5000198,0.0220462,17.78
B0725X5MNJ,0,109,1006.158766,2.9321446,56.99
B0749Z8YKW,0,109,887.8338113,2.90568916,56.99
B0779YLSC5,0,109,753.2155291,2.65877172,56.99
B07GZ52383,0,29.99,450.354906,5.35061274,15.68
B085288G38,0,44.95,199.6695464,0.70106916,23.5
B06WW43DJH,1,29.86,1357.777325,1.90038244,15.61
B001D33RWQ,0,361.98,10928.36829,119.9996712,189.2
B00CRYJSD2,0,59.99,5166.693608,14.6496999,31.35
B0849G2V9D,0,23.92,207.0534141,0.53572266,12.5
B08586M1YG,0,86.12,41.1909975,0.70106916,45
B005CTOMVW,0,199.99,7355.674751,59.9987333,104.5
B00QXCD2SG,0,195.86,3355.388145,40.45036776,102.34
B07CZHS53N,0,20,54.0059745,0.30423756,10.45
B07YQMKJ93,0,39.62,258.9235591,0.54895038,20.7
B001B92OQC,0,538.99,11076.53383,133.0003154,281.6
B078ST72FC,0,35.24,695.4871089,7.85065182,18.41
B004UR3Q28,0,14.95,36.0650067,0.0220462,7.81
B0009H5HYI,0,375.2,16125.6958,96.0001779,196
B075V4MKPK,0,13.4,28.8031864,0.1763696,7
B000HBUNAO,0,425,13658.08044,43.79918554,222
B07GQSK9M3,0,11.68,91.6575974,0.7936632,6.1
B0748ZRD2X,0,44.04,888.4440483,2.535313,23
B008KZS388,0,23.84,123.6950399,0.89948496,12.45
B07Z34ZGYJ,0,45,249.4038619,0.6503629,23.5
B081KMLLVD,0,45,227.8624958,0.54895038,23.5
B087Z539HX,0,45,180.9962942,0.6503629,23.5
B0753WBKMQ,0,51.55,833.3396472,6.2390746,26.92
B08639L3M5,0,26.79,192.8959157,0.72091074,13.99
B00KJNLYFS,0,15.99,33.6240587,0.14991416,8.35
B00117YU70,0,532.39,11664.61923,161.9998868,278
B003TQMDPC,0,229,8470.211607,57.50089884,119.57
B08GCP5Q32,0,45.01,152.2541315,0.6503629,23.5
B071JPSWBG,0,45.01,102.6418634,0.70106916,23.5
B075KJK5LQ,0,12.45,29.1083049,0.09259404,6.5
B003WV25BG,0,170.86,8311.000774,47.89977874,89.2
B01N578G3E,0,102.48,1473.844402,3.89997278,53.5
B0084EF39C,0,127.39,6229.848509,22.2005234,66.5
B07SQS4R87,0,45.02,319.3370221,0.0220462,23.5
B00TESU8YM,0,45.02,12.5708822,0.54895038,23.5
B084NX8L6N,0,23.95,203.3309684,0.52249494,12.5
B007ATO262,0,127.43,6468.085034,21.90069508,66.5
B07Z23KS1F,0,18.99,249.5259093,3.99918068,9.91
B074FM17HP,0,50.75,882.4637257,5.11030916,26.48
B003XR4828,0,229.99,8270.297966,118.7981533,120
B07TR151FZ,0,45.04,308.3527561,0.6503629,23.5
B00V87C5CU,0,69,3139.791412,7.44941098,36
B01E594KKM,0,69,2249.638701,7.35020308,36
B005CMO18I,0,162.48,7358.115699,10.89964128,84.77
B00MP7V3OS,0,165.95,3652.085374,28.39991484,86.58
B00DF4ICQC,0,230.03,5088.339177,10.20077674,120
B0061FSZZ0,0,291,6973.910483,87.99961192,151.8
B01JUJBZGE,0,239.83,1870.071287,18.49896642,125.1
B08BJB84DH,0,107.34,165.7403692,7.7492393,55.99
B07GDHYWBF,0,34.01,462.559646,4.2108242,17.74
B08GN767JR,0,9.95,150.7895627,0.24030358,5.19
B00S3KD0CO,0,9.95,12.6319059,0.05070626,5.19
B01NAZ7XY8,0,9.95,11.4724556,0.14991416,5.19
B00C3MFDKK,0,249.24,5271.28823,26.25041034,130
B089KBM388,0,34.99,77.2560042,0.29982832,18.25
B01M6ZC9N5,0,74.18,1653.132033,3.69935236,38.69
B000VGX9TC,0,366.99,11980.96609,102.9998464,191.4
B06XRJB1LN,0,49.99,1289.186686,2.59924698,26.07
B00K6HO2X8,0,139.99,3971.727515,50.99947446,73
B0756Q2YYG,0,9.82,10.7401712,0.0661386,5.12
